ID,rel_docs
1018,30666 2154097 8713805 8713778 6193339 3213741 3214015 2156773 4823504 4508426 8384308 4167591 1075960 4368436 5862167 3177644 7389646 3216682 3218213 8601778 18612 3553287 3215560 1139786 8601787 4886862
1019,278505 430600 7832783 5334502 8701819 278503 2072747 8109260 9195365 2425134 7019053 6495857 6475758 6417163 8685747 8658930 7902291
1020,7235007 3444631 7721156 7690858 6133258 5632164 6134281 4567224 8615885 1757282 8001125 5325680 35066 172869 6133157 324040 6133164
1021,53679 4611254 1825888 5627401 8431506 4362901 1886101 27837 409535 8610136 8603861 8927697 1485228 8789072 9237873 3516639 337727 8602730 7282994 1715023 8607353 8957175
1022,251299 7634447 1112099 4240043 2122694 5929806 942630 5023887 222398 8976854 8669594 4538898 4233529 677272 8699251 4788247 92690 4602051
1023,58440 869509 7384221 7385237 537364 143335 4610189 3207111 9005992 671463 8031370 5431950 5419771 5934735 430880 801916 2093844 7562194
1024,34114 34052 19228 4715552 18612 4729361 316331 8362109 649901
1025,4718 9107380 8137772 313134 1629531 4221149 33095 6385420 1891107 5858249 3389851 1085131 8779759 1912788 8768819 201255 236189 4767138
1026,366416 8558651 3699735 523263 1507812 8442889 4930361 517594 3473267 256454 831770 4451323 230473 8693702 5066006 6236839 232379 1011238 5044105 6848487 3582484 1093355
1027,21882 4917635 5355123 9230925 8507046 668280 4614046 3069043 3577750 5230328 5930960 7209150 2794891 7574623 1495408 5479110 6114060 1406177 279178
1028,10871 8855527 7693344 3475602 3557883 7353994 7353971 4392517 7762118 5638009 4359203
1029,26177 4484104 1733093 5208666 896740 4974438 286861 5920479 7410264 7361255 1490188
1030,72548 5472240 6442694 6371970 6240988 382606 5312271 6205064 1155939 2021014 6431169 1793587 8610872 6420803 8110832 5914379 6571231 7552917 4827648 8192084 1494547 8110818 5821519 1638799 8972016 5105587
1031,5704 431484 4361220 4464412 8830640 3133341 6286437 5021129 2994993 533386 2543230 266131 2805573 263297 6591711 1780378 1669412 4373144 9101609 5815533 251678 4091621 83043 127393 2591390 993800 668054 219250 3336526 1084992 102195 6609888 8520847 7138633 8524499 7508617 7223750 6120609 4441803 4746815 1859483 4403586
1032,969901 979895 6886174 2591410 8998305 1028483 1028459 268754 4312116 756221 722326 415833 966877 976757 8069455 6634099 2352114 8446346 970328
1033,756203 8015158 4167377 4084471 4086146 4170641 4170557 4172807 277897 6438754 4843039 8685911 7007943 8104235 8121829 4162095 4889962 437643 4170261 4086213
1034,15432 6599963 5985558 681422 1721584 3648821 1930769 17033 2556788 160871 5873124 628027 180681 1976970 5337058 6150500 196726 884779 150076 7754353 688177 89544 7364608 736135 160366 4488621
1035,154444 1238298 1678199 9216033 6628502 7827153 8204469 12919 5521088 6887495 755709 7318890 7509597 7667110 6476612 7913447 2630752 6303592 6150507 3832964 217771 1304914 1053697 7618914
1036,49031 9072255 751376 677853 223717 4149295 1100390 253421 254527 423948 4349332 1223115 98087 6312394 2366759 6378410 7238547 3213061 182540 19380 5336137 7379685 1998196 131172 132000 257296 72320 219132 243094 146673 363361 67408 72625 2968246 6225913 3238138 7236426 6076569 1765358 4624747 7242561 8643746 3567067 1468687 6527785 253598 3063174 249380 6353910 6354140 6462973 3587675 242978
1037,995485 1970250 5405482 1523334 5980054 8275343 563945 4316907 128679 7515590 7597629 5840769 5916673 7517863 7510800 8547777 5046770 7512045 6208190 6367147 5796822 7498449 5058691 7516942 7513004 5447932 2112317 6524521 7832381 5294011
1038,44038 839378 5187458 5051278 6023479 5351588 2365519 5508565 8407913 1824570 5420185 4002933 840387 8083718 1196137 1767750 1789752 898914 1018285
1039,803 7053907 3660331 7656723 6645871 95391 7541524 7662191 3714353 1078642 2802308 667069 2898398 346350 7575025 497215 4512907 1678788 544191 7457082 167806 613353 446817 7885319 8032888 465932 7897166 7663824 5177451 7916297 970539 3268524 7539901 568132 889692 7079831 2111770 901351 1494049 8818760 7656871 5629299 8038661 5281020 3998 7457026 7656680 5661407 1029979 1506177 1370945 5624884 616681 812399 5029831
1040,38102 8575304 8885196 1254155 4558124 392939 7346601 2421073 1810710 1315457 3451832 1315424 3192275 2423645 6372867 1849329 2763718 3012329 2935191 2763719 2966600 3012331 2966614 2966630 4616446 5248577 131908 2752751 4767280 1723111 341173 5410695 2041817 3653569 2117250 3601611 939282 934750 1221220 2913329 4545427
1041,19604 8644171 5346953 2900156 7227418 6324895 5310841 7808765 5078590 3167009 4169568 4191493 8415870 1525800 4831340 3125575 5235514 1123560 4354914 7062709
1042,148226 5069 5865451 4114161 218471 4122608 8649692 4034082 4212258 3875664 4184144 8649675 8649677 843559 8649817 8649857 129930 5640277 8649881 8649864 8649798 6116505 967718 4225905 8649818
1043,1393507 900545 1652833 1022584 6465300 8745663 8759671 6054414 4797307 5055415 1549144 2430669 425454 585536 5839137 7668657 517040
1044,88512 1694154 9233253 1843156 2545594 6008208 5924781 1849076 6213729 1289378 2004205 598970 599795 914762 1058836 3250244 2366951
1045,309187 6347342 4891863 6924974 1500542 1240313 1711716 4902753 6943809 1310336
1046,24961 4391294 4391144 5404946 4144275 5496749 5062152 2564972 35439 2649618 3257419 4663031 1024478 1503408 6206959 19692 1792711 5187869 756085 5930891 31922 7224808 5474816 3124539 6478275 2548314 2564036 7251267 1558915 4913552 8963043 23458 23397 23401 23320 23404 23310 23446 23455 23293 23439 5362843
1047,24985 4867543 1085948 4987160 8963043 23458 23397 23401 23320 23404 23310 23446 23455 23293 23439 5362843 23456 3823657 23443 23466 23309 23470 23433 23395 5006681 23316 23444 23403 4690105 725712 23425 217051 23311 5349634 23317 2417809 23449 23437 5909913 23428 23421 23418 23438 23405 23467 5916167 5363719 9164348 4409113 23314
1048,110177 4196523 6228195 1761542 4900158 1335080 7746652 221609 262594 446088 2211527
1049,190697 214981 6981332 61424 477237 691838 214986 3230044 1537212 5233923 2535367 4405250 2891071 5551843 5671614 436536 6860898 4283488 778407 8430944 6448567 3447982 2617764 8141201 395132 6218773 346553 9232617 4158269 4888 140327 504432 866148 155591
1050,52721 4658339 4916031 4961299 4262069 4943430 5145404 4930950 4940464 186357 4972492 4659533 6478668 8853239 5768369 1022265 6941980 7717755 6424067 5910453 8405522 4659660 4659489 8463181 8839054 4977889 4903279 8455989 6939234 6478661 4449315 7601549 7798684 7802904 231126 8109764 347152 180015 6037796 1386413 6038362 5064600 8863839 4075466 8813795 6038368 4658297 4673937 6038889
1051,855152 5283309 5446784 4963482 657086 4737321 5446502 7300876 2178193 904173 6086228 2599776 5409742 5868394 8624583 2721364
1052,339545 4554627 651613 3929310 403111 1840817 429979 6897833 3014554 4505078 4164971 1841690
1053,42792 4661297 8796985 6379503 754867 6140922 3632316 8352495 8414935 8335987
1054,7103 7257318 87821 9160367 1424591 4295183 4682159 71623 1891287 7102 1632
1055,192771 5903199 8953845 8428771 2066153 2273 8040543 5043390 5433201 4345517 7901494 5754239 31679 2067685 2574519
1056,15324 1814 1477728 36216 4850726 541322 5312657 7947679 1825398 9050373 24932 6226353 3277366 2850297 19721 5925002 7306787 756098 8277284 1205557 4367440 7876987
1057,2652 797644 483582 879065 2903709 5414176 21412 3509468 8642551 5441867
1058,3701 3504 6888886 8235058 1189001 21412 7801810 7069396 3175823
1059,3698 3507 292784 8474649 21412 4679085 9108927 4830980 2753236
1060,1463 9066768 2113806 5291809 11534 1614736 4645511 4867514 1627582 122821 417264 7725897 3291755 5667320 8814329 1817779 361720 105885 305166 1543479 986437 1259406 1371404 7713
1061,52962 7472315 2127304 7681382 1887520 8707149 7610593 715367 460194 9162030 5778306 4340218 5386295 5015925 8918371 327884 6891064 917018 2974272
1062,91299 9187892 8045437 448948 8215435 5779368 5571375
1063,2995226 7826692 6328854 8991043 8453112 119566 4333487 192850 3973471 6982931 9050193 6590020 7452973 4595707 7710971 9040680 1128168 187765 3017654 1570704 3008878 348833 7444328 8757858 6633764 8270422 1729954 3823316 182986 8317157 7160560 6593734 9172431 9039501 6991131 9039527 3010454 6397318 7869443 7939961 6198704 9223129 3965740 3966191 6376818
1064,26877 7845994 8738407 125324 739790 4881455 6590410 151493 7291704 1295442 9044978 8022374 5174254 1259950 7387185 8251922 2014967 5496486 2242246 51237 2589899 359582 5121102 3061194 3310648 1372061
1065,49429 3724561 2505935 3776140 4272188 4658584 1285480 2607407 6208297 2397548 1410934 5126048 273427 6903848 6494663 4322803 9235760 3803765 1405784 8414647 5598076 5119409 8910824 6607829 1370055 2398178
1066,2478563 9047361 7707852 126990 9127645 446786 2972767 2816952 5289437 1218820 1197074 6331813 1125276 531505 9111867 9150229 8011840 9108065
1067,195406 264487 98165 141125 263786 51924 155370 157045 253609 98019 264568 160862 155308 31135 40494 51926 392350 3668405 760336 783560 5875368 1293702 1186293 8505852 7781847 5287065 518180 2119196 5561897 6006180 163029 1573511 8004554 7041232 400116 4543070 1581724 5599832
1068,439271 1210601 6922303 41006 7786466 454373 4459140 1339285 6578794 130583 450992 8849434 432488 6074919 432491
1069,9508 2388001 763323 4962050 4433886 62749 5307443 7195975 8825467 2444761 6429203 114971 340780 1509753 3273672 345167 4723795 10283 8333090 61835 3101116 187776 2535168 5387216 158255 1091333 6286 4459783 132370 2447362 6320445 920659 2331415 1714603 502955 613249 2039618
1070,11433 9180383 669149 11432 160 8080385 4754751 1862205 1779335 6640832 8065299 9178632 8080517 8080380 8076327 2999552 8076370 9063133 631093 2999578 8080354 4153947 8077812 8080485 7351136 8077715 412384 458798 4153267 8076011 5271194 2787438 31549 1130585 8425256 70101 2281320 637730 8077747 9045558 6600930 2569321 6950532 30145 1441551 7411076 639285 5126376 274314 692604 4652354 4154931 40388
1071,76 160 8936426 1080093 2413304 5978320 1286615 6903367 4965114 1046977 8101966 5384142 696014 1667345 203925 8769581 23099 240802 5436640 332429 231252 5978323 3349278 1254623 15418 8166825 1396189 1649002 114828 705848
1072,1618 1232786 362105 2582726 6949140 8650642 1387486 1103996 2951344 518625 445418 1186673 6920691 7194216 4671415 1804211 6096455 1657165 1791843 547693 454700 8229969 141213 980297 1593722 2470637 2971703 26102 6262290 1863755 1203091 1223777 7610588 32003
1073,2550948 6454947 1893503 4498057 7856380 4239973 7572516 4490177 6493255 6492941 1135821 130339 1021676 4439390 512236 9009208 6051086
1074,855547 15031 420372 8918678 6194694 9728 2263617 1104865 5992648 699896 6314591 1869479 6201499 419119 467163 9118658 2984806 8021310 2252735 222518 1077499 2252596 54620 4199352 4197910 6191845 4246632
1075,82148 1404505 2557149 578992 1428103 741724 12349 7466173 4395827 769714 65020 1305555 6419475 8490429 616433 855208 3480621
1076,47216 127393 4749417 8574133 5666459 4570115 2954343 2861464 8739648
1077,6293814 8953125 3620281 7341824 7050225 327396 1014288 20174 5121572 20185
1078,2281850 364308 210358 8492612 61690 1322135 1279375 971227 8314915 970600 2285342 501835 1357678 1554126 5070824 7799880 3396581 1693360 5927648 1108359
1079,15284 759376 386145 6440199 3142381 8335337 5095048 8251686 62243 354578 23101 2031115 2824279 244547 1318786 6435911 1339755 1629000 5978323 907671 18523 1530111 38405 5690518 156399 933838 1143891 255634 257860 831233 2800744 289523 2178498 274411 275405 288009 2853938 87471 868120 8927089 507557 7342680 4871621 1412455 6492317 1188583 168772 128645 147733 5011708 128692 418731 141907 1473235 8315536 891486 1264987 19499 194813 128513 121395 1471486 1859699 3351338 6031755
1080,34832 3186109 441 26588 234315 7724653 8990935 1446148 8102116 2090276 288467 1227668 1489838 1525719 35010 1498130 555789 2084652 1525734 452990 5478879 799068 8900955 34841 35308 232714 35518 35529 243191
1081,605308 1111710 6166666 1224740 6320178 6850779 1471986 2176930 8567845 1855866 37923 5945157 338728 1689185 1635126 1733962 3148686 1739455 2502738 3150418 959899 6994259 1481837 4716874 964528 4599184 746 1106824 8858553 6956871 1246128
1082,16522 1609568 1595918 1901791 507521 7900406 4565981 2044284 1207223 1144928 5303332 5228521 15879 507829 4553534 507433 70170 2053125 2772765 2489147 1816866 252798 4193129 1527502 248949 2234236 1935822 1805051 4565999 7841564 3150411 1659857 2489142
1083,43940 105789 4838217 8734770 7027590 690217 4391589 2648982 7434236 5495652 8554507 1632 5495492 2242114 9079205
1084,11650 616083 7093546 6976032 7138353 481843 632217 452101 4310211 7484165 2015035 2443381 5100882
1085,37801 5342568 5692821 5396962 7884646 75558 1540199 1625 7922438 5214204 6358514 8146251 8765339 6971331 6404694 8842157 5225428 7957938 6871455 5999686 5869343 1395954 7972320 5293113 2075232
1086,288027 441 288467 1227668 1489838 1525719 35010 1498130 555789 2084652 1525734 452990 5478879 799068 8900955 34841 35308 232714 35518 35529 34832 243191 286717 287374 4955090 35017 35018 288712 35070 286690 452980 35071 35009 1525759 287429 287690 35072 288447 35267 150754 34861 34855 34992 288493 9170313 143628 8947810 35297 6843 35069 286666 4119 1822766 34852 35001 288104 677090 1331265 34991 30726 1577793
1087,41167 7861943 1811689 4537131 7850420 274594 2749806 2121857 6905472 8331007 541378
1088,2681 25479 16790 31964 1358801 99383 3551 1391467 15880 5149526 2820987 5938864 5822962 7879686 3599591 2844 5354463 4764067 5316204 1639124 695740 2032 2682
1089,5790318 165766 201040 1643720 1905295 8406204 431402 5937872 1268619 8979726 5524354 4687966 1638583 1320209 1642449 5790239 4576835 9215192 894073 4853089
1090,3745 702155 7651680 1382769 43743 1202506 4081134 652942 8426628 4926053 223466 583377 3132285 6455277 2362575 7899948 7986771 7698476 6260459 655220 8937506
1091,16725 5475952 8774971 7284540 1449048 3540404 2768898 1397621 904663 912759 7893321 317326 8794660 8775957 7210968 6235425 6565629 1430801 10670 2800650 8561265 88751 1507714 55014 3552268 6401743 528316 310833 691436 1798416
1092,857284 8456856 859873 5197816 9113736 519367 1604823 522513 859957 856329 3730339 5496087 4456017 7285981 1406045 2255672 4336819 254610 681130 750619 14540 8403351 7647716 6900644 7141898 740088 6402763 597850 3502230
1093,2457081 205839 1255527 929725 154748 8767626 2073038 2364451 4174433 307334 4432405 8240929 2843023 29366 1655858 4773750 2488146 6430007 503820 549660 459233 5898343 792875 55233 35403
1094,506686 299904 8242156 7336651 715788 5651674 9084713 7809069 8013528 92478 5341619 600527 507689 8540461 4014933
1095,331349 5942694 8769278 5310003 7538593 1212195
1096,288712 4229217 441 288467 1227668 1489838 1525719 35010 1498130 555789 2084652 1525734 452990 5478879 799068 8900955 34841 35308 232714 35518 35529 34832 243191 286717 287374 4955090 35017 35018 35070 286690 452980 35071 35009 1525759 287429 287690 35072 288447 35267 150754 34861 34855 34992 288493 288027 9170313 143628 8947810 35297 6843 35069 286666 4119 1822766 34852 35001 288104 677090 1331265 34991 1525830
1097,34841 441 48631 288467 1227668 1489838 1525719 35010 1498130 555789 2084652 1525734 452990 5478879 799068 8900955 35308 232714 35518 35529 34832 243191 286717 287374 4955090 35017 35018 288712 35070 286690 452980 35071 35009 1525759 287429 287690 35072 288447 35267 150754 34861 34855 34992 288493 288027 9170313 143628 8947810 35297 6843 35069 286666 4119 1822766 34852 35001 288104 677090 1331265 34991 1502475 555773 5858061
1098,3991 7323774 4468598 3892519 3992 2633048 7191637 7473827 1479058 7631080 7468879 286493 7468851 1490760 1488562 7538187 7362159 1479032
1099,1466 322776 77280 8215320 4455404 1856014 7603934 3545038 692221 111206 410097 1104363 2768608 4363148 3661007 849565 334610 8976743 7386992 9101800 8949863 1010621 4584050 4280684 3350713 8798284 5354188 8796148 3504595
1100,68379 76380 1096858 5856869 76645 3150862 4879491 7311377 8992710 2429234 68388 810399 2798934 1266536 1273430 6508529 9094364 1009595 428406 75149 7819877 1358560 8814000 3903756 250288
1101,5833 7305339 820 854598 104813 9144569 3883121 178499 473892 692992 5073312 869553 427641 390117 2009208 5464409 4497650 6100984 23271 200519
1102,7704 29003 4188968 8506418 4919146 707502 5548906 4919141 7837430 8598876 7574879 4916315
1103,154562 61956 18019 7236434 4191970 648413 3093064 9134521 8234003 9117957 9136728 3276289 9134507 9106138 97176 3091719
1104,58205 5838147 662065 642272 8429478 6392989 8630449 4857936 5701819 5478517 2166090 9059899 662114 7705774 154060 664238 4396693 8134204
1105,55155 4076436 4399614 4107541 2168719 8838665 687361 2101972 8691279 7266093
1106,4215552 22875 7544923 8379341 5639183 1077273 238600 21417 8971489 5394807 1910892 31925 7230120 3955081 42716 695986 2460199 37432 2271600 42684 4960123 8925677 3077252 1290245 3294182 25851 2381540 5062911 2704275 1128337 7997393 693304 42010 34002 39314 8722701
1107,26553 4577353 6941590 4238603 5189061 1125651 5249154 968169 7286014 5429053 1451247 7134842 1683015 282458 7307770 4833215 3421004 6463660 2557381
1108,4433 2109188 7587507 337924 8506654 337601 4999166 5058450 5952392 89040 8438944 7985764 4614671 19213 13022 786510
1109,60286 8694112 6520591 1993761 8102805 566385 512052 1553021 6953526 4965862 5081917 816161 245905 9147019 380089 55183 5598684 5930963 4277003 4317518 4541538
1110,50168 7320091 4784897 6217619 1352231 2062939 4961689 7852578 4365504 531898 4545849 2553767 68449 5590929 1914463 1510436 1004078 5486610 4287045 5585748 783849 1194562 745392 4931243 1446836 8306462 2874195 7003951 6965127 1812728 247840 8342380 616401 1513869 6237284 511277 7290814 2734008 1364929 6129280 5074409 3345095 7698241 6412092 1838925 5639756 5546831 6962030 7820186 1096602 7576463 1395931 7493291
1111,190988 1791772 1954371 397704 14663 2544217 1730755 4899002 318894 3224129 389638 1875306
1112,43606 147197 2621809 2440808 5198374 8216990 11591 62163 548862 230641 5383874 405982 1964151 2617926 7573331 6396734 3272629 1308840 4100360 4098810 1221058 4229259 8340924 7569083 5007606 5490178 6823825 5091161 5239754
1113,43602 8374830 1832116 3016868 5239754 1133310 3904826 9029816 2237041 1827138 6237690 3561343 7548831 8100488 7863476 2516866 857774 944246 850848 55245
1114,13017 7054182 6441642 5722391 3350912 7532843 5260944 382390 4117995
1115,30370 2173845 8381575 3000746 4374278 6521708 4133431 7726872 1218635 4244165 6101471 4690656 3264069 329576 8705380 4212046 4510189 2208862 2946270 3025537 2816678 4211983
1116,317074 118631 2026586 7569154 644299 1213390 1483274 2312654 169889 3183735 4585428 8649543 3188833
1117,64163 4477064 1997012 5341660 2449105 8573338 3194350 4194452 367126 2207112 7973737 1874963 3138661 4639718 899631
1118,14962 1549384 183716 1527991 292738 430115 100869 205636 402909 3096073 1042218 182622 8042697 272525 2730404 5009623 1245697 83623 8061965 1534589 181868 7574681 7612309 1017095 239676 59791 326356 4616153 96607 2073 161733 5057345 73753 1554259 7009684 7015894 1788567 212803 8076561 656936 1581563 184569
1119,11914 687324 2445753 4388890 6401197 25559 2002 7040225 5244321 5407890 1116839 203921 2108045 1673627 5187311
1120,508927 356562 781477 4358735 9100671 906655 862875 9196104 561137 1034607 754785 4706105 732909 591640 8991571 555552 9099425 9140475 9039246 589101 754769 656508 837293 8723037 659974 365252 8774970 5351150 9136840 314707 1104462 248308 147927 9128453 9197181 2459879 9042728 3587214 614730 918668
1121,39050 1991777 2119636 2119620 1872086 8871292 1356 4059263 8684896 154236 7325965 4339887 135948 169576 15677 42820 157061 5957072 147935 2617731 4650596 5394905 733085 256636 8619738 5957379 4647723 45955 2320163 4266834 294471 1793484 1900081 1918765 5907742 1266629 237160 1022700 8863117 2862615
1122,8830 2064720 2231927 6545267 850675 8450958 7626870 8440193 7534519 8716278 651616 6238341 2803411 7142021 5768014
1123,254242 53999 87640 410043 5161405 737234 3699993 764358 1170059 3630369 8123231 677837 504948 876835 691467 259028 7402750 3184826 7776295 2519032 5955320 4153398 3629454 3629551 3630618 3605676 932546 1395863 479033 3629408 3631840 3630634 1642577 3629453 3585914 3630629 3632843 3541180 3549759 3598938 1697002 5084098 3629410 3630631 3630722 3528777 8325837 3630380 161130 4031144 1423637 366845 3605713 1224255 1730758 5949276 8568070 3599083 3605493 8657831 7276929
1124,87137 87175 7588801 37867 7651719 4181577 3291085 5680639 3359446 492189 5682768 518092 3307938 648354 882317 7254287 3526004 3346578 349750 3990813 384651 704121 349678 1709271 354090 3284459 3404938 3304294 354108 3082037 87147 705307 3432068 3326040 356774 882334 703302 3318368 482332 1919207 367446 155873 3290773
1125,21782 6868232 6248555 1372199 3892 6180191 8855462 5699291 2429483 877675 863504 8520040 4971406 3237820 7818598 1110100 2252250 4759623 283898
1126,63137 854598 1817777 8244138 8263408 7637298 8456636 8890680 5179845 5321831 247933 7594771 123568 4504314
1127,502448 194587 59844 5239854 274525 223712 69103 3442639 111569 3442622 3438506 3443867 7843 298875 4332057 7970175 7092701 286439 6394322 4301791
1128,13501 232533 1586813 756115 303998 696537 401463 588429 386665 7842791 756084 210494 306763 756097 300317 756089 756233 462017 252798 696147 300991 756083 756096 756095 378138 306383 756107 766613 756100 756092 756088 462010 756099 756105 544223 386655 756082 244309 258747 756117 756091 756237 756081 244084 191640 756241 301005 194402 193702 194393 33921 756080 414426 756235 746896 756106 756103 756118 756085 615563 201572 756240 756114 756111 248950 756093 756101 238589 197727 427113 756102 756109 735387 194121 756116 291312 306379 756119 756110 159194 756113 722977 756112 756086 578625 732772 193561 291277 756120 756098
1129,366627 711668 5480264 2115594 5952342 297773 3556844 3557115 1452328 3557155 3556860 3556846 3556646 26437 3557192 3556536 319 367457 5842123 7069092 8875163 5887274 5830122 4656155 4656214 5842136 8080 366671 194884 367421 5830098 114104 366883 366857 366907 36515 36518 8879561 4066 4457 23768 366845 367415 366902 366749 4659303 6254497 5391710 366678 367471 367477 366588 367482 366604 366614 367493
1130,366614 715349 2429049 7662203 1692114 8074118 3540704 3540672 3540527 3540729 3541348 3540511 3541367 3540567 3541116 6144377 8022539 3540560 3540612 3540664 3541362 3510952 3540466 3541354 3541365 3540788 3541353 3540441 3541117 3541332 3510938 26437 8339952 3540754 3540810 3541107 319 367457 5842123 7069092 8875163 5887274 5830122 4656155 4656214 5842136 8080 366671 194884 367421 5830098 114104 366883 366857 366907 36515 36518 8879561 4066 4457 23768 366845 367415 366902 366749 4659303 6254497 5391710 366678 367471 367477 366588 367482
1131,2493468 192392 2644704 5189863 8409195 1317295 175263 4289290 1456368 2538933 1885961 1498298 1498152 1497781 2514659 2516803 1970409 1330561 1498042 2487887 2515084 2499466 1494282 2521811 920290 4469322 2495287 175183 1304716 1304853 1442514 2537907 1496584 4331850 172052 2490109 2540980
1132,2497542 3356296 3124619 1625805 359855 2171377 8373273 7733026 3356375 8587698 8235572 7256129 4985066 2911356 9157247 6269189 5674054 5506171 62970 5903819
1133,366630 561010 7369033 1756108 4222237 4168220 8413038 3558039 3558147 2402183 1756104 5348146 4093161 4155378 7925639 4168211 3318713 5956417 8872144 3558126 5188001 3558110 3558055 26437 319 367457 5842123 7069092 8875163 5887274 5830122 4656155 4656214 5842136 8080 366671 194884 367421 5830098 114104 366883 366857 366907 36515 36518 8879561 4066 4457 23768 366845 367415 366902 366749 4659303 6254497 5391710 366678 367471 367477 366588 367482 366604 366614
1134,366714 86649 1993755 3409812 8542947 4828729 3482764 5311026 2303904 4331628 3475352 448221 3478160 3475853 26437 319 367457 5842123 7069092 8875163 5887274 5830122 4656155 4656214 5842136 8080 366671 194884 367421 5830098 114104 366883 366857 366907 36515 36518 8879561 4066 4457 23768 366845 367415 366902 366749 4659303 6254497 5391710 366678 367471 367477 366588 367482 366604 366614 367493 366784 367488 366774 366786 366807 281654 367489 366866 367411 367473
1135,41644 1543875 920053 2199912 355844 2442538 552006 4254409 1801220 2199927 1064003 1751557 45442 63592 8926243 7058969 2400419 1361998 98234 5497919 5291146 403519 801697 36274 1448718 4810798 1379899 1837874 1052795 123610 2411968 7045695 1361371 8960087 123596 8777635 7704608 8882396
1136,188777 420 5997498 192266 5087814 650287 36035 579574 6101770 353390 5127377 263412 6013862 2455809 5265 6026904 305654 208190 1841619 7216501 535948 6011620 71794 1866109 1835914 6010447 5156535 843762 486763 8693702 1854081 278982 4476117 171658 203821 35044 34618 2810471 1121175 341782 351451 5293536 2413892 7170787 34617 4848983 2417111 35952 527418 655665 5491564 6970919 730934 338183 34671 259007 7968422 7969094 7626156 315335
1137,3002501 3111433 4655513 8457114 4223455 5036168 2910861 2910895
1138,19220 6478177 2043004 725496 8318605 153066 8221309 2601071 8359061 2043034 6391835 421427 6530493 2316081 7854745 2737378 2181141 4594780 6624392 640307
1139,135359 9053778 1947525 6312345 7429721 1475296 7420755 5896712 6311695 8465280 4974989 8888296 6312312
1140,3370 6309619 3598223 7588687 7690290 4391707 5109791 4625267 9128155 763942 269627 1520630 890041 30978 232652 8788597 5590893 3208448 1090138 4540803
1141,40353 4770695 4465818 5090566 144780 460288 6849501 131868 4491946 7264775 8947131 2414111
1142,1340889 430917 5556275 7404968 7192174 1347744 1071375 430941 6603628 1016101 5874526 1045163 5303237 1654734 4509712 2908750 6607451 5556304 6927869 6467999 4735573 4722687 6599960 329654 4596424 7329181 4773968 1071369 5201621 6464192 5216406 3665467 1007150 5201390 7005805 4811465 330654 5141144 4509661 7351455 1045768 6464380 5203213 6146036
1143,721693 2333401 7236 980128 716450 750799 2773557 4954901 461428 716441 4177375 1875626 3189570 741011 3111232 8757163 246920 925847 904288 6559111 748804 3732212 2321123 4901838 2666438 6327318
1144,432717 2641808 427068 2958949 2600710 909892 1446204 1436321 5193952 2640657 2964968 5540028 426922 4283078 427078 2962263 2642320 426988 4646983 4200473 2800318 4179040 2608225 979628 5062107 427037 4582789 5053828 4581038 4266352 4982249 427066 1438541 4982263 5071517 4883569 488869 2642462 426954 5060120 2309397 4653298 856190 6014849 2641886 5499911 2309412 5501577 434872 427007 5023519 405971 420437 97941 460311 6201926 473656 6894015 467895 7627201 145348 412687 5469794 5100074 5052534
1145,7591 8924953 602909 31616 31618 3072230 31743 302606 31742 16730 1221529 1053758 623809 8922304 4731541 6368444 5423301 6152957 4198760 1629569 3222960 285596 2347528 483549
1146,469583 807845 1167531 8572429 4160570 4168259 6376684 4771270 4361890 8568964 8568472 2859367 1602257
1147,416055 4503671 5620938 8840935 411924 4276893 428602 8202009 2859599 81681 5066286 2947119 1066518 3955967 292167 913478 4222499 2136269 5489347 7275556 1075747 7483255 1097299 8462919 3774894 8511216 357976 402839 448026 5968318 735166 124154
1148,5823641 835701 4796905 7877267 1317691 7142587 5542990 227457 4544152 4474726 683678 1969109 7670986 7541846 5346488 799731 409817 3216732 1183575 1826219 8257149 1224740 797199 904356 1543629 282696
1149,1074125 8594812 1315626 940818 456894 2768015 3255046 7539755 7142357 5526323 524125 6375950 5620138 396877 4591580 854228 6031300 5123443 8421094 1261194 72368 1222507 323622 471573
1150,55797 4689156 251271 4116917 2505239 6486230 371911 3428736 2067866 9148891 9033160 3181482 292730 1141717 1562468 2399302 1245190 807170 3163865 4224310 1012792 3510201 6574510 190165 6989855 1118150 60914 2593996 58993 1909271 3802117 4118492
1151,476942 204073 315728 6978486 2922 204053 4250935 5638690 202863 233201 1860508 85919 1850343 4232638 120457 5906622 8753546 4533265 2653278 16640 4809345 3633225 195978 1896738 2866666 4234020
1152,618585 28630 5648501 6889522 6091886 8278554 4716295 3017124 4712476 1364431 8207657 5921926 263622 1875132 4721675 8344733 8154060 1579763 8350115 9116364 7382581 420844
1153,1980 5206259 4966984 8253442 1164 6645037 752359 8887362 11571 8623117 6333366 6332 55606 5625310 41223 3374 670759 8104713 332523 7790430 4530504 3268 4502577 7689819 1160100 2216614 3916640 7660987 2002 7538721 2377319
1154,2392019 4607377 6278995 226717 1438421 1438423 1108052 1438413 6987217 49744 474227 518180 49740 314829 4473092 501428 49741 501418 470957 474230 501871 336494 54288 326154 49735 6878967 518177 511505 49749 501383 54146 8637114 2023384 4952514 1394614 1438418 450333 32175 2407362 22295
1155,56598 5455832 591863 5673958 5955938 3933307 3806875 4490854 4353306 1013562 4901346 1213522 5126961 4213835 4239919 1820410 8816414 113744 47502 5332803 507680 3239631
1156,153724 4737906 966651 5666813 966632 1125043 4033637 644137 4760432 948483
